时间,摄像头编号,追踪ID,类别名称,置信度,坐标X,坐标Y,框宽W,框高H,帧率,目标总数
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,1
2026-08-14 15:21:44,0,20,toothbrush,0.761,0,0,113,433,11.2,1
2026-08-14 15:21:44,0,1,person,0.593,3,24,637,456,11.2,0
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,0
2026-08-14 15:21:44,0,20,toothbrush,0.761,0,0,113,433,11.2,0
2026-08-14 15:21:45,0,1,person,0.593,3,24,637,456,11.2,0
2026-08-14 15:21:45,0,19,toothbrush,0.629,177,128,84,251,11.2,0
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.2,0
2026-08-14 15:21:45,0,1,person,0.563,6,22,631,458,11.2,1
2026-08-14 15:21:45,0,19,toothbrush,0.629,177,128,84,251,11.2,1
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.2,1
2026-08-14 15:21:45,0,1,person,0.563,6,22,631,458,11.1,0
2026-08-14 15:21:45,0,19,toothbrush,0.629,177,128,84,251,11.1,0
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.1,0
2026-08-14 15:21:45,0,1,person,0.613,0,0,573,478,11.2,2
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.2,2
2026-08-14 15:21:45,0,21,toothbrush,0.699,323,180,105,296,11.2,2
2026-08-14 15:21:45,0,1,person,0.618,0,0,367,477,11.2,2
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.2,2
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.2,2
2026-08-14 15:21:45,0,1,person,0.618,0,0,367,477,11.1,0
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.1,0
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.1,0
2026-08-14 15:21:45,0,1,person,0.618,0,0,367,477,11.1,1
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.1,1
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.1,1
2026-08-14 15:21:45,0,22,toothbrush,0.529,306,9,92,458,11.1,1
2026-08-14 15:21:45,0,1,person,0.618,0,0,367,477,11.1,2
2026-08-14 15:21:45,0,20,toothbrush,0.761,0,0,113,433,11.1,2
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.1,2
2026-08-14 15:21:45,0,22,toothbrush,0.839,273,9,89,427,11.1,2
2026-08-14 15:21:45,0,23,toothbrush,0.607,272,195,89,241,11.1,2
2026-08-14 15:21:45,0,1,person,0.527,38,21,601,459,11.0,1
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.0,1
2026-08-14 15:21:45,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:45,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:45,0,1,person,0.527,38,21,601,459,11.0,1
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.0,1
2026-08-14 15:21:45,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:45,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:45,0,24,toothbrush,0.677,200,0,88,435,11.0,1
2026-08-14 15:21:45,0,1,person,0.527,38,21,601,459,11.0,1
2026-08-14 15:21:45,0,21,toothbrush,0.764,361,45,97,434,11.0,1
2026-08-14 15:21:45,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:45,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:45,0,24,toothbrush,0.736,203,13,71,420,11.0,1
2026-08-14 15:21:46,0,1,person,0.527,38,21,601,459,11.0,0
2026-08-14 15:21:46,0,21,toothbrush,0.764,361,45,97,434,11.0,0
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,0
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,0
2026-08-14 15:21:46,0,1,person,0.527,38,21,601,459,11.0,0
2026-08-14 15:21:46,0,21,toothbrush,0.764,361,45,97,434,11.0,0
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,0
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,0
2026-08-14 15:21:46,0,1,person,0.527,38,21,601,459,11.0,0
2026-08-14 15:21:46,0,21,toothbrush,0.764,361,45,97,434,11.0,0
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,0
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,0
2026-08-14 15:21:46,0,1,person,0.527,38,21,601,459,11.0,1
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,1
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,11.0,1
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,11.0,1
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,1
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,11.0,1
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,11.0,1
2026-08-14 15:21:46,0,22,toothbrush,0.839,273,9,89,427,11.0,1
2026-08-14 15:21:46,0,23,toothbrush,0.607,272,195,89,241,11.0,1
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,11.0,1
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,11.0,1
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,11.0,1
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,10.9,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,10.9,0
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,10.9,0
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,10.9,0
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,10.9,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,10.9,0
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,10.9,0
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,10.9,0
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,10.9,0
2026-08-14 15:21:46,0,24,toothbrush,0.736,203,13,71,420,10.9,0
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,10.9,0
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,10.9,0
2026-08-14 15:21:46,0,1,person,0.712,101,25,530,455,10.9,0
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,10.9,0
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,10.9,0
2026-08-14 15:21:46,0,1,person,0.661,11,0,629,480,10.9,1
2026-08-14 15:21:46,0,25,toothbrush,0.667,68,0,103,390,10.9,1
2026-08-14 15:21:46,0,26,toothbrush,0.559,0,5,100,446,10.9,1
2026-08-14 15:21:47,0,1,person,0.661,11,0,629,480,10.9,0
2026-08-14 15:21:47,0,25,toothbrush,0.667,68,0,103,390,10.9,0
2026-08-14 15:21:47,0,26,toothbrush,0.559,0,5,100,446,10.9,0
2026-08-14 15:21:47,0,1,person,0.836,0,0,640,480,10.9,1
2026-08-14 15:21:47,0,25,toothbrush,0.667,68,0,103,390,10.9,1
2026-08-14 15:21:47,0,26,toothbrush,0.559,0,5,100,446,10.9,1
2026-08-14 15:21:47,0,1,person,0.814,1,0,597,479,10.8,2
2026-08-14 15:21:47,0,26,toothbrush,0.559,0,5,100,446,10.8,2
2026-08-14 15:21:47,0,27,toothbrush,0.565,358,2,79,363,10.8,2
2026-08-14 15:21:47,0,1,person,0.742,1,0,636,480,10.8,1
2026-08-14 15:21:47,0,26,toothbrush,0.559,0,5,100,446,10.8,1
2026-08-14 15:21:47,0,27,toothbrush,0.565,358,2,79,363,10.8,1
2026-08-14 15:21:47,0,1,person,0.765,2,0,624,480,10.8,1
2026-08-14 15:21:47,0,27,toothbrush,0.565,358,2,79,363,10.8,1
2026-08-14 15:21:47,0,1,person,0.800,16,0,624,480,10.8,1
2026-08-14 15:21:47,0,27,toothbrush,0.565,358,2,79,363,10.8,1
2026-08-14 15:21:47,0,1,person,0.837,2,0,626,480,10.9,1
2026-08-14 15:21:47,0,27,toothbrush,0.565,358,2,79,363,10.9,1
2026-08-14 15:21:47,0,1,person,0.786,2,0,605,479,10.9,2
2026-08-14 15:21:47,0,27,toothbrush,0.697,357,0,77,336,10.9,2
2026-08-14 15:21:47,0,1,person,0.847,11,0,629,480,10.9,3
2026-08-14 15:21:47,0,27,toothbrush,0.720,341,0,112,337,10.9,3
2026-08-14 15:21:47,0,28,person,0.696,30,0,608,480,10.9,3
2026-08-14 15:21:47,0,1,person,0.664,7,0,622,480,10.9,2
2026-08-14 15:21:47,0,27,toothbrush,0.751,354,0,98,337,10.9,2
2026-08-14 15:21:47,0,28,person,0.696,30,0,608,480,10.9,2
2026-08-14 15:21:47,0,1,person,0.845,11,0,627,480,10.9,2
2026-08-14 15:21:47,0,27,toothbrush,0.669,357,0,94,336,10.9,2
2026-08-14 15:21:47,0,28,person,0.696,30,0,608,480,10.9,2
2026-08-14 15:21:48,0,1,person,0.837,14,0,616,480,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,1,person,0.742,9,0,617,480,10.8,2
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,2
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,2
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,2
2026-08-14 15:21:48,0,1,person,0.638,47,1,532,479,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,1
2026-08-14 15:21:48,0,1,person,0.863,43,0,555,480,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,1
2026-08-14 15:21:48,0,1,person,0.774,67,0,552,480,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,1
2026-08-14 15:21:48,0,1,person,0.844,87,0,472,480,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,1
2026-08-14 15:21:48,0,1,person,0.799,86,0,498,480,10.8,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.8,1
2026-08-14 15:21:48,0,28,person,0.696,30,0,608,480,10.8,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.8,1
2026-08-14 15:21:48,0,1,person,0.823,115,0,483,480,10.7,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.7,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.7,1
2026-08-14 15:21:48,0,1,person,0.803,115,0,471,480,10.7,1
2026-08-14 15:21:48,0,27,toothbrush,0.669,357,0,94,336,10.7,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.7,1
2026-08-14 15:21:48,0,1,person,0.765,114,0,487,480,10.7,1
2026-08-14 15:21:48,0,29,toothbrush,0.790,424,1,153,395,10.7,1
2026-08-14 15:21:49,0,1,person,0.779,114,0,481,480,10.7,2
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.7,2
2026-08-14 15:21:49,0,1,person,0.846,108,0,466,480,10.8,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.8,1
2026-08-14 15:21:49,0,1,person,0.847,93,0,492,480,10.8,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.8,1
2026-08-14 15:21:49,0,1,person,0.778,74,0,484,480,10.9,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.9,1
2026-08-14 15:21:49,0,1,person,0.747,40,0,562,480,10.9,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.9,1
2026-08-14 15:21:49,0,1,person,0.690,38,0,424,480,10.9,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.9,1
2026-08-14 15:21:49,0,1,person,0.641,26,0,527,480,11.0,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,11.0,1
2026-08-14 15:21:49,0,1,person,0.645,9,0,631,480,11.0,2
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,11.0,2
2026-08-14 15:21:49,0,30,toothbrush,0.646,283,4,166,373,11.0,2
2026-08-14 15:21:49,0,1,person,0.665,1,0,639,474,10.9,1
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,10.9,1
2026-08-14 15:21:49,0,30,toothbrush,0.646,283,4,166,373,10.9,1
2026-08-14 15:21:49,0,1,person,0.755,8,0,631,480,11.0,2
2026-08-14 15:21:49,0,29,toothbrush,0.501,503,2,136,375,11.0,2
2026-08-14 15:21:49,0,30,toothbrush,0.646,283,4,166,373,11.0,2
2026-08-14 15:21:49,0,31,person,0.619,4,7,633,473,11.0,2
2026-08-14 15:21:49,0,1,person,0.933,0,0,640,480,11.0,1
2026-08-14 15:21:49,0,30,toothbrush,0.646,283,4,166,373,11.0,1
2026-08-14 15:21:49,0,31,person,0.619,4,7,633,473,11.0,1
2026-08-14 15:21:49,0,1,person,0.524,0,0,632,479,11.0,1
2026-08-14 15:21:49,0,30,toothbrush,0.646,283,4,166,373,11.0,1
2026-08-14 15:21:49,0,31,person,0.619,4,7,633,473,11.0,1
2026-08-14 15:21:50,0,1,person,0.600,1,0,639,478,10.9,2
2026-08-14 15:21:50,0,30,toothbrush,0.646,283,4,166,373,10.9,2
2026-08-14 15:21:50,0,31,person,0.713,11,0,629,480,10.9,2
2026-08-14 15:21:50,0,1,person,0.756,13,1,627,479,10.9,2
2026-08-14 15:21:50,0,30,toothbrush,0.646,283,4,166,373,10.9,2
2026-08-14 15:21:50,0,31,person,0.530,67,6,561,472,10.9,2
2026-08-14 15:21:50,0,1,person,0.913,28,0,612,480,10.9,2
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.9,2
2026-08-14 15:21:50,0,31,person,0.530,67,6,561,472,10.9,2
2026-08-14 15:21:50,0,1,person,0.918,13,0,627,480,10.9,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.9,1
2026-08-14 15:21:50,0,31,person,0.530,67,6,561,472,10.9,1
2026-08-14 15:21:50,0,1,person,0.502,18,0,621,480,10.9,4
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.9,4
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.9,4
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.9,4
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.9,4
2026-08-14 15:21:50,0,1,person,0.699,2,2,554,478,10.8,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:50,0,1,person,0.786,0,0,631,480,10.8,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:50,0,1,person,0.905,0,0,632,480,10.9,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.9,1
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.9,1
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.9,1
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.9,1
2026-08-14 15:21:50,0,1,person,0.560,12,12,471,468,10.8,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:50,0,1,person,0.680,2,22,473,458,10.8,1
2026-08-14 15:21:50,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:50,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:50,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:50,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:51,0,1,person,0.610,192,18,409,462,10.8,1
2026-08-14 15:21:51,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:51,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:51,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:51,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:51,0,1,person,0.905,0,17,639,463,10.8,1
2026-08-14 15:21:51,0,30,toothbrush,0.783,241,1,116,372,10.8,1
2026-08-14 15:21:51,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:51,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:51,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:51,0,1,person,0.922,0,16,640,464,10.8,1
2026-08-14 15:21:51,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:51,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:51,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:51,0,1,person,0.935,0,18,640,462,10.8,1
2026-08-14 15:21:51,0,31,person,0.695,0,1,555,473,10.8,1
2026-08-14 15:21:51,0,32,toothbrush,0.865,299,6,153,468,10.8,1
2026-08-14 15:21:51,0,33,toothbrush,0.558,307,30,146,446,10.8,1
2026-08-14 15:21:51,0,1,person,0.933,0,18,640,462,10.8,1
2026-08-14 15:21:51,0,1,person,0.942,0,16,640,464,10.9,1
2026-08-14 15:21:51,0,1,person,0.938,0,14,640,466,10.9,1
2026-08-14 15:21:51,0,1,person,0.946,0,14,640,466,10.9,1
2026-08-14 15:21:51,0,1,person,0.933,0,11,640,469,10.9,1
2026-08-14 15:21:51,0,1,person,0.936,0,6,640,474,10.9,1
2026-08-14 15:21:51,0,1,person,0.938,0,5,640,475,10.9,1
2026-08-14 15:21:52,0,1,person,0.949,0,5,640,475,10.9,1
2026-08-14 15:21:52,0,1,person,0.950,0,4,640,476,10.9,1
2026-08-14 15:21:52,0,1,person,0.908,0,4,640,476,10.9,1
2026-08-14 15:21:52,0,1,person,0.952,0,4,640,476,10.9,1
2026-08-14 15:21:52,0,1,person,0.900,0,7,640,473,10.9,1
2026-08-14 15:21:52,0,1,person,0.903,0,7,637,473,10.9,1
2026-08-14 15:21:52,0,1,person,0.915,0,8,639,472,10.9,1
2026-08-14 15:21:52,0,1,person,0.925,0,12,639,468,11.0,1
2026-08-14 15:21:52,0,1,person,0.938,0,12,640,468,11.0,1
2026-08-14 15:21:52,0,1,person,0.942,2,12,638,468,11.1,1
2026-08-14 15:21:52,0,1,person,0.921,5,14,635,466,11.0,1
2026-08-14 15:21:52,0,1,person,0.935,2,16,638,464,11.1,1
2026-08-14 15:21:53,0,1,person,0.937,0,16,640,464,11.1,1
2026-08-14 15:21:53,0,1,person,0.947,0,18,640,462,11.1,1
2026-08-14 15:21:53,0,1,person,0.950,0,18,640,462,11.1,1
2026-08-14 15:21:53,0,1,person,0.949,0,19,640,461,11.1,1
2026-08-14 15:21:53,0,1,person,0.942,0,20,640,460,11.1,1
2026-08-14 15:21:53,0,1,person,0.948,0,20,640,460,11.2,1
2026-08-14 15:21:53,0,1,person,0.944,0,21,640,459,11.2,1
2026-08-14 15:21:53,0,1,person,0.946,0,20,640,460,11.2,1
2026-08-14 15:21:53,0,1,person,0.940,0,20,640,460,11.3,1
2026-08-14 15:21:53,0,1,person,0.945,0,20,640,460,11.3,1
2026-08-14 15:21:53,0,1,person,0.938,1,20,639,460,11.4,1
2026-08-14 15:21:54,0,1,person,0.947,0,21,640,459,11.5,1
2026-08-14 15:21:54,0,1,person,0.946,0,22,640,458,11.4,1
2026-08-14 15:21:54,0,1,person,0.946,0,22,640,458,11.5,2
2026-08-14 15:21:54,0,34,cell phone,0.547,0,79,107,166,11.5,2
2026-08-14 15:21:54,0,1,person,0.946,0,22,640,458,11.5,2
2026-08-14 15:21:54,0,34,cell phone,0.514,0,71,99,175,11.5,2
2026-08-14 15:21:54,0,1,person,0.946,0,21,640,459,11.5,1
2026-08-14 15:21:54,0,34,cell phone,0.514,0,71,99,175,11.5,1
2026-08-14 15:21:54,0,1,person,0.944,0,21,640,459,11.5,1
2026-08-14 15:21:54,0,34,cell phone,0.514,0,71,99,175,11.5,1
2026-08-14 15:21:54,0,1,person,0.946,0,20,640,460,11.4,1
2026-08-14 15:21:54,0,34,cell phone,0.514,0,71,99,175,11.4,1
2026-08-14 15:21:54,0,1,person,0.946,0,22,640,458,11.4,2
2026-08-14 15:21:54,0,34,cell phone,0.697,0,84,97,177,11.4,2
2026-08-14 15:21:54,0,1,person,0.945,0,21,640,459,11.4,2
2026-08-14 15:21:54,0,34,cell phone,0.750,0,85,97,178,11.4,2
2026-08-14 15:21:54,0,1,person,0.943,0,20,640,460,11.4,2
2026-08-14 15:21:54,0,34,cell phone,0.588,0,90,103,175,11.4,2
2026-08-14 15:21:54,0,1,person,0.944,1,21,639,459,11.4,2
2026-08-14 15:21:54,0,34,cell phone,0.674,0,91,101,177,11.4,2
2026-08-14 15:21:55,0,1,person,0.945,0,22,640,458,11.3,2
2026-08-14 15:21:55,0,34,cell phone,0.756,0,89,100,178,11.3,2
2026-08-14 15:21:55,0,1,person,0.947,0,20,640,460,11.3,2
2026-08-14 15:21:55,0,34,cell phone,0.587,0,88,101,178,11.3,2
2026-08-14 15:21:55,0,1,person,0.945,0,20,640,460,11.3,2
2026-08-14 15:21:55,0,34,cell phone,0.668,0,88,100,178,11.3,2
2026-08-14 15:21:55,0,1,person,0.945,0,20,640,460,11.3,2
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,2
2026-08-14 15:21:55,0,1,person,0.939,0,21,640,459,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.946,2,21,638,459,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.947,1,20,639,460,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.949,0,20,640,460,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.951,0,19,640,461,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.950,0,17,640,463,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:55,0,1,person,0.949,0,17,640,463,11.3,1
2026-08-14 15:21:55,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:56,0,1,person,0.952,0,16,640,464,11.3,1
2026-08-14 15:21:56,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:56,0,1,person,0.947,1,15,639,465,11.3,1
2026-08-14 15:21:56,0,34,cell phone,0.634,0,88,101,178,11.3,1
2026-08-14 15:21:56,0,1,person,0.949,0,16,640,464,11.2,1
2026-08-14 15:21:56,0,1,person,0.950,0,14,640,466,11.3,1
2026-08-14 15:21:56,0,1,person,0.950,0,15,640,465,11.3,1
2026-08-14 15:21:56,0,1,person,0.950,0,14,640,466,11.2,1
2026-08-14 15:21:56,0,1,person,0.949,0,14,640,466,11.2,1
2026-08-14 15:21:56,0,1,person,0.950,0,13,640,467,11.2,1
2026-08-14 15:21:56,0,1,person,0.949,0,14,640,466,11.2,1
2026-08-14 15:21:56,0,1,person,0.951,0,14,640,466,11.2,1
2026-08-14 15:21:56,0,1,person,0.954,0,12,640,468,11.1,1
2026-08-14 15:21:56,0,1,person,0.951,0,11,640,469,11.1,1
2026-08-14 15:21:57,0,1,person,0.955,0,12,640,468,11.2,1
2026-08-14 15:21:57,0,1,person,0.909,0,14,625,466,11.2,1
2026-08-14 15:21:57,0,1,person,0.953,0,11,640,469,11.2,1
2026-08-14 15:21:57,0,1,person,0.954,0,11,640,469,11.2,1
2026-08-14 15:21:57,0,1,person,0.954,0,9,640,471,11.2,1
2026-08-14 15:21:57,0,1,person,0.953,0,10,640,470,11.2,1
2026-08-14 15:21:57,0,1,person,0.950,0,9,640,471,11.2,1
2026-08-14 15:21:57,0,1,person,0.953,0,9,640,471,11.3,1
2026-08-14 15:21:57,0,1,person,0.945,0,6,640,474,11.3,1
2026-08-14 15:21:57,0,1,person,0.945,0,9,640,471,11.3,1
2026-08-14 15:21:57,0,1,person,0.951,0,7,640,473,11.3,1
